RSM Zip,"City, ST, Zip",Lat,Long, Factor 
31901,"Columbus, GA 31901", 32.46461 , (84.97986), 0.869 
52601,"Burlington, IA 52601", 40.85510 , (91.11100), 0.868 
49684,"Traverse City, MI 49684", 44.80191 , (85.70549), 0.868 
31701,"Albany, GA 31701", 31.57376 , (84.15508), 0.868 
29201,"Columbia, SC 29201", 33.98381 , (81.02829), 0.867 
52001,"Dubuque, IA 52001", 42.54819 , (90.69348), 0.867 
84101,"Salt Lake City, UT 84101", 40.75628 , (111.89996), 0.867 
81201,"Salida, CO 81201", 38.55129 , (106.08157), 0.867 
80902,"Colorado Springs, CO 80902", 38.68683 , (104.81270), 0.867 
21801,"Salisbury, MD 21801", 38.38106 , (75.64073), 0.867 
88301,"Carrizozo, NM 88301", 33.74940 , (105.85191), 0.867 
82001,"Cheyenne, WY 82001", 41.09500 , (104.93265), 0.866 
59401,"Great Falls, MT 59401", 47.51083 , (111.27691), 0.866 
58102,"Fargo, ND 58102", 46.92070 , (96.83175), 0.866 
63501,"Kirksville, MO 63501", 40.16745 , (92.59078), 0.866 
81001,"Pueblo, CO 81001", 38.29525 , (104.53780), 0.865 
86001,"Flagstaff, AZ 86001", 35.35119 , (111.75607), 0.865 
85501,"Globe, AZ 85501", 33.54569 , (110.74788), 0.865 
28202,"Charlotte, NC 28202", 35.22773 , (80.84470), 0.865 
32202,"Jacksonville, FL 32202", 30.32505 , (81.64786), 0.865 
83401,"Idaho Falls, ID 83401", 43.53222 , (111.86516), 0.865 
40601,"Frankfort, KY 40601", 38.23294 , (84.88327), 0.864 
81301,"Durango, CO 81301", 37.51095 , (107.82066), 0.864 
41011,"Covington, KY 41011", 39.06802 , (84.53065), 0.864 
22901,"Charlottesville, VA 22901", 38.08874 , (78.55569), 0.864 
85281,"Tempe, AZ 85281", 33.42805 , (111.93157), 0.863 
88201,"Roswell, NM 88201", 33.66517 , (104.48932), 0.862 
32801,"Orlando, FL 32801", 28.54200 , (81.37343), 0.862 
87401,"Farmington, NM 87401", 36.73824 , (108.18377), 0.862 
87301,"Gallup, NM 87301", 35.52153 , (108.76524), 0.862 
32901,"Melbourne, FL 32901", 28.07887 , (80.62268), 0.862 
38103,"Memphis, TN 38103", 35.15308 , (90.05518), 0.861 
66603,"Topeka, KS 66603", 39.05742 , (95.67539), 0.861 
58701,"Minot, ND 58701", 48.14027 , (101.32406), 0.860 
73102,"Oklahoma City, OK 73102", 35.47065 , (97.51910), 0.860 
42420,"Henderson, KY 42420", 37.79875 , (87.51517), 0.860 
85901,"Show Low, AZ 85901", 34.29348 , (109.99878), 0.860 
29801,"Aiken, SC 29801", 33.58675 , (81.69701), 0.860 
42101,"Bowling Green, KY 42101", 37.06552 , (86.47809), 0.860 
46901,"Kokomo, IN 46901", 40.52487 , (86.15639), 0.859 
21601,"Easton, MD 21601", 38.79275 , (76.08242), 0.858 
59701,"Butte, MT 59701", 46.03497 , (112.46087), 0.858 
87101,"Albuquerque, NM 87101", 35.09669 , (106.64339), 0.858 
23502,"Norfolk, VA 23502", 36.86274 , (76.20983), 0.857 
84401,"Ogden, UT 84401", 41.21962 , (112.03352), 0.857 
58201,"Grand Forks, ND 58201", 47.86938 , (97.14013), 0.857 
88401,"Tucumcari, NM 88401", 35.08984 , (103.80942), 0.856 
35203,"Birmingham, AL 35203", 33.51847 , (86.80999), 0.856 
29601,"Greenville, SC 29601", 34.84744 , (82.40257), 0.855 
23173,"Richmond, VA 23173", 37.57677 , (77.54069), 0.854 
03561,"Littleton, NH 03561", 44.33222 , (71.80973), 0.854 
69101,"North Platte, NE 69101", 41.15020 , (100.80319), 0.854 
88101,"Clovis, NM 88101", 34.50114 , (103.26616), 0.854 
32501,"Pensacola, FL 32501", 30.42826 , (87.22277), 0.854 
29501,"Florence, SC 29501", 34.20414 , (79.82654), 0.854 
52501,"Ottumwa, IA 52501", 41.03828 , (92.43252), 0.853 
41301,"Campton, KY 41301", 37.72121 , (83.48941), 0.852 
29301,"Spartanburg, SC 29301", 34.93516 , (82.01301), 0.852 
33101,"Miami, FL 33101", 25.77976 , (80.19877), 0.852 
41701,"Hazard, KY 41701", 37.29778 , (83.18781), 0.852 
36101,"Montgomery, AL 36101", 32.38177 , (86.29763), 0.852 
70801,"Baton Rouge, LA 70801", 30.44954 , (91.18608), 0.852 
32601,"Gainesville, FL 32601", 29.64886 , (82.32506), 0.851 
51401,"Carroll, IA 51401", 42.06516 , (94.87068), 0.851 
47025,"Lawrenceburg, IN 47025", 39.15415 , (84.87461), 0.851 
82601,"Casper, WY 82601", 43.06550 , (106.34618), 0.850 
23803,"Petersburg, VA 23803", 37.21183 , (77.48028), 0.850 
68601,"Columbus, NE 68601", 41.45205 , (97.39477), 0.850 
33901,"Fort Myers, FL 33901", 26.62304 , (81.88228), 0.850 
87901,"Truth Or Consequences, NM 87901", 33.17530 , (107.01908), 0.849 
33801,"Lakeland, FL 33801", 28.04010 , (81.89470), 0.849 
34231,"Sarasota, FL 34231", 27.26651 , (82.51626), 0.848 
59601,"Helena, MT 59601", 46.54199 , (112.17474), 0.848 
59201,"Wolf Point, MT 59201", 48.15981 , (105.64647), 0.848 
32401,"Panama City, FL 32401", 30.14477 , (85.67448), 0.848 
27401,"Greensboro, NC 27401", 36.06995 , (79.76724), 0.848 
58801,"Williston, ND 58801", 48.23522 , (103.76747), 0.848 
87701,"Las Vegas, NM 87701", 35.53091 , (104.94419), 0.847 
58301,"Devils Lake, ND 58301", 48.13015 , (98.88798), 0.847 
77002,"Houston, TX 77002", 29.75635 , (95.36538), 0.847 
57401,"Aberdeen, SD 57401", 45.47530 , (98.53042), 0.847 
79901,"El Paso, TX 79901", 31.75970 , (106.48049), 0.846 
50501,"Fort Dodge, IA 50501", 42.49244 , (94.18967), 0.846 
87801,"Socorro, NM 87801", 34.04824 , (106.96668), 0.846 
29902,"Beaufort, SC 29902", 32.37426 , (80.69438), 0.846 
86401,"Kingman, AZ 86401", 35.11024 , (113.70423), 0.845 
39201,"Jackson, MS 39201", 32.28981 , (90.18398), 0.845 
66701,"Fort Scott, KS 66701", 37.82862 , (94.75999), 0.845 
59801,"Missoula, MT 59801", 46.85505 , (114.01009), 0.845 
24501,"Lynchburg, VA 24501", 37.35565 , (79.15608), 0.845 
30501,"Gainesville, GA 30501", 34.31844 , (83.81636), 0.844 
35801,"Huntsville, AL 35801", 34.72497 , (86.56304), 0.844 
58601,"Dickinson, ND 58601", 46.90964 , (102.82766), 0.844 
74103,"Tulsa, OK 74103", 36.15617 , (95.99570), 0.844 
35901,"Gadsden, AL 35901", 34.04848 , (85.92395), 0.843 
59301,"Miles City, MT 59301", 46.36022 , (105.85055), 0.843 
42001,"Paducah, KY 42001", 37.03317 , (88.71350), 0.843 
32114,"Daytona Beach, FL 32114", 29.19312 , (81.04915), 0.843 
68701,"Norfolk, NE 68701", 42.02024 , (97.44099), 0.843 
24011,"Roanoke, VA 24011", 37.27048 , (79.94128), 0.843 
27601,"Raleigh, NC 27601", 35.77370 , (78.63453), 0.843 
49735,"Gaylord, MI 49735", 44.99576 , (84.67117), 0.842 
67202,"Wichita, KS 67202", 37.68668 , (97.33521), 0.842 
36301,"Dothan, AL 36301", 31.14387 , (85.40321), 0.842 
68901,"Hastings, NE 68901", 40.59092 , (98.36599), 0.841 
23601,"Newport News, VA 23601", 37.05862 , (76.46414), 0.841 
33301,"Fort Lauderdale, FL 33301", 26.12128 , (80.12745), 0.841 
70601,"Lake Charles, LA 70601", 30.22627 , (93.21525), 0.841 
86502,"Chambers, AZ 86502", 35.12120 , (109.61705), 0.840 
28052,"Gastonia, NC 28052", 35.22492 , (81.23266), 0.840 
59901,"Kalispell, MT 59901", 48.22873 , (114.40564), 0.840 
58401,"Jamestown, ND 58401", 46.88145 , (98.76883), 0.840 
71101,"Shreveport, LA 71101", 32.50620 , (93.74822), 0.839 
74701,"Durant, OK 74701", 34.00974 , (96.37690), 0.839 
51601,"Shenandoah, IA 51601", 40.72938 , (95.35037), 0.839 
88001,"Las Cruces, NM 88001", 32.29026 , (106.75318), 0.838 
59501,"Havre, MT 59501", 48.69591 , (109.78556), 0.838 
38701,"Greenville, MS 38701", 33.30621 , (91.03346), 0.838 
47150,"New Albany, IN 47150", 38.28831 , (85.84775), 0.837 
74401,"Muskogee, OK 74401", 35.72304 , (95.45431), 0.837 
35401,"Tuscaloosa, AL 35401", 33.17900 , (87.61586), 0.837 
50401,"Mason City, IA 50401", 43.15389 , (93.20006), 0.837 
84501,"Price, UT 84501", 39.53214 , (110.80393), 0.837 
28801,"Asheville, NC 28801", 35.59441 , (82.55785), 0.837 
35501,"Jasper, AL 35501", 33.82145 , (87.29544), 0.837 
33701,"Saint Petersburg, FL 33701", 27.77050 , (82.63566), 0.836 
82801,"Sheridan, WY 82801", 44.83618 , (106.89258), 0.836 
23701,"Portsmouth, VA 23701", 36.81158 , (76.36986), 0.835 
28501,"Kinston, NC 28501", 35.23838 , (77.52658), 0.835 
28301,"Fayetteville, NC 28301", 35.07442 , (78.88376), 0.834 
74354,"Miami, OK 74354", 36.88962 , (94.88096), 0.834 
70501,"Lafayette, LA 70501", 30.23910 , (91.99122), 0.833 
67301,"Independence, KS 67301", 37.21092 , (95.75224), 0.833 
71301,"Alexandria, LA 71301", 31.27446 , (92.46864), 0.833 
74801,"Shawnee, OK 74801", 35.31749 , (96.96824), 0.833 
71201,"Monroe, LA 71201", 32.53915 , (92.10690), 0.833 
79701,"Midland, TX 79701", 31.99239 , (102.08105), 0.833 
37402,"Chattanooga, TN 37402", 35.04672 , (85.31553), 0.832 
67801,"Dodge City, KS 67801", 37.72961 , (100.05406), 0.832 
38301,"Jackson, TN 38301", 35.59080 , (88.85310), 0.832 
42501,"Somerset, KY 42501", 37.06174 , (84.44973), 0.831 
69201,"Valentine, NE 69201", 42.70004 , (100.59663), 0.831 
75201,"Dallas, TX 75201", 32.78826 , (96.79953), 0.831 
82301,"Rawlins, WY 82301", 41.98163 , (107.47745), 0.830 
29730,"Rock Hill, SC 29730", 34.88780 , (81.02116), 0.829 
28601,"Hickory, NC 28601", 35.77290 , (81.32704), 0.829 
36701,"Selma, AL 36701", 32.49672 , (87.05680), 0.828 
82901,"Rock Springs, WY 82901", 41.38121 , (109.02469), 0.828 
66801,"Emporia, KS 66801", 38.41105 , (96.22210), 0.828 
67401,"Salina, KS 67401", 38.83554 , (97.64621), 0.827 
73701,"Enid, OK 73701", 36.42323 , (97.78833), 0.826 
37902,"Knoxville, TN 37902", 35.96203 , (83.92039), 0.826 
36867,"Phenix City, AL 36867", 32.49823 , (85.02304), 0.826 
40701,"Corbin, KY 40701", 36.91759 , (84.16651), 0.825 
79101,"Amarillo, TX 79101", 35.20605 , (101.83946), 0.825 
27101,"Winston Salem, NC 27101", 36.11204 , (80.19889), 0.825 
42701,"Elizabethtown, KY 42701", 37.70502 , (85.83881), 0.825 
57701,"Rapid City, SD 57701", 44.12090 , (103.20562), 0.825 
70301,"Thibodaux, LA 70301", 29.81431 , (90.74110), 0.825 
74601,"Ponca City, OK 74601", 36.70436 , (97.14604), 0.824 
78201,"San Antonio, TX 78201", 29.46901 , (98.52861), 0.824 
72201,"Little Rock, AR 72201", 34.74725 , (92.28053), 0.824 
78701,"Austin, TX 78701", 30.27022 , (97.74248), 0.824 
79761,"Odessa, TX 79761", 31.85603 , (102.34850), 0.823 
24301,"Pulaski, VA 24301", 37.06319 , (80.79735), 0.822 
82501,"Riverton, WY 82501", 43.03325 , (108.24936), 0.822 
35601,"Decatur, AL 35601", 34.60616 , (87.00795), 0.821 
57201,"Watertown, SD 57201", 44.93412 , (97.09424), 0.821 
24401,"Staunton, VA 24401", 38.13257 , (79.08846), 0.820 
27909,"Elizabeth City, NC 27909", 36.29548 , (76.28394), 0.820 
82401,"Worland, WY 82401", 44.00089 , (108.16770), 0.820 
74953,"Poteau, OK 74953", 35.03931 , (94.57156), 0.820 
69301,"Alliance, NE 69301", 42.12297 , (102.88593), 0.820 
27701,"Durham, NC 27701", 35.99858 , (78.89872), 0.820 
36602,"Mobile, AL 36602", 30.69834 , (88.03815), 0.820 
24201,"Bristol, VA 24201", 36.61059 , (82.16971), 0.819 
82201,"Wheatland, WY 82201", 42.01049 , (105.11328), 0.819 
36201,"Anniston, AL 36201", 33.65082 , (85.88264), 0.818 
76102,"Fort Worth, TX 76102", 32.75799 , (97.32858), 0.818 
82701,"Newcastle, WY 82701", 43.71185 , (104.44510), 0.818 
23901,"Farmville, VA 23901", 37.32309 , (78.41186), 0.818 
73501,"Lawton, OK 73501", 34.56211 , (98.28640), 0.818 
77701,"Beaumont, TX 77701", 30.07321 , (94.10579), 0.817 
74501,"Mcalester, OK 74501", 34.98501 , (95.78597), 0.817 
82190,"Yellowstone National Park, WY 82190", 44.57439 , (110.51807), 0.816 
36904,"Butler, AL 36904", 32.10287 , (88.25596), 0.816 
52101,"Decorah, IA 52101", 43.35741 , (91.76494), 0.816 
71601,"Pine Bluff, AR 71601", 34.17409 , (91.89811), 0.816 
67701,"Colby, KS 67701", 39.39509 , (101.05034), 0.815 
33401,"West Palm Beach, FL 33401", 26.71805 , (80.06850), 0.815 
36401,"Evergreen, AL 36401", 31.47123 , (86.94928), 0.814 
72401,"Jonesboro, AR 72401", 35.86835 , (90.66193), 0.814 
78401,"Corpus Christi, TX 78401", 27.79734 , (97.40118), 0.814 
28401,"Wilmington, NC 28401", 34.29053 , (77.97053), 0.813 
73801,"Woodward, OK 73801", 36.47330 , (99.43070), 0.813 
73601,"Clinton, OK 73601", 35.49859 , (98.94694), 0.812 
72301,"West Memphis, AR 72301", 35.13363 , (90.17883), 0.812 
77488,"Wharton, TX 77488", 29.29833 , (96.09821), 0.811 
73401,"Ardmore, OK 73401", 34.21045 , (97.11434), 0.811 
71854,"Texarkana, AR 71854", 33.44445 , (93.90504), 0.810 
27801,"Rocky Mount, NC 27801", 35.91209 , (77.73656), 0.810 
39301,"Meridian, MS 39301", 32.27289 , (88.59226), 0.810 
76701,"Waco, TX 76701", 31.55201 , (97.13852), 0.809 
39530,"Biloxi, MS 39530", 30.40344 , (88.89165), 0.809 
67601,"Hays, KS 67601", 38.87300 , (99.34032), 0.808 
77550,"Galveston, TX 77550", 29.31021 , (94.77706), 0.808 
69001,"McCook, NE 69001", 40.25232 , (100.65782), 0.808 
79401,"Lubbock, TX 79401", 33.58683 , (101.85179), 0.806 
67901,"Liberal, KS 67901", 37.09430 , (100.89864), 0.806 
24614,"Grundy, VA 24614", 37.31466 , (82.07181), 0.805 
66935,"Belleville, KS 66935", 39.82694 , (97.63538), 0.805 
78040,"Laredo, TX 78040", 27.51349 , (99.50232), 0.805 
28906,"Murphy, NC 28906", 35.11873 , (84.13343), 0.805 
77801,"Bryan, TX 77801", 30.63968 , (96.36451), 0.803 
79601,"Abilene, TX 79601", 32.57226 , (99.64921), 0.802 
70401,"Hammond, LA 70401", 30.52810 , (90.45472), 0.799 
76301,"Wichita Falls, TX 76301", 33.90507 , (98.48043), 0.797 
77320,"Huntsville, TX 77320", 30.80672 , (95.55687), 0.796 
38401,"Columbia, TN 38401", 35.62955 , (87.02097), 0.795 
77901,"Victoria, TX 77901", 28.80629 , (96.98553), 0.795 
72901,"Fort Smith, AR 72901", 35.36520 , (94.41550), 0.794 
75701,"Tyler, TX 75701", 32.32297 , (95.29679), 0.793 
79201,"Childress, TX 79201", 34.41010 , (100.33521), 0.792 
73942,"Guymon, OK 73942", 36.74452 , (101.49555), 0.792 
75165,"Waxahachie, TX 75165", 32.36687 , (96.79677), 0.792 
75501,"Texarkana, TX 75501", 33.37413 , (94.13168), 0.792 
71701,"Camden, AR 71701", 33.57837 , (92.81309), 0.790 
75901,"Lufkin, TX 75901", 31.30264 , (94.65481), 0.790 
39440,"Laurel, MS 39440", 31.69400 , (89.14791), 0.790 
71909,"Hot Springs Village, AR 71909", 34.64106 , (92.99608), 0.789 
38801,"Tupelo, MS 38801", 34.22256 , (88.77620), 0.788 
67501,"Hutchinson, KS 67501", 37.97989 , (97.93090), 0.787 
37601,"Johnson City, TN 37601", 36.32838 , (82.31974), 0.785 
78840,"Del Rio, TX 78840", 29.74499 , (100.92362), 0.784 
76201,"Denton, TX 76201", 33.22122 , (97.14715), 0.782 
39701,"Columbus, MS 39701", 33.41091 , (88.50807), 0.781 
38930,"Greenwood, MS 38930", 33.52845 , (90.14245), 0.780 
76448,"Eastland, TX 76448", 32.39257 , (98.79541), 0.778 
78942,"Giddings, TX 78942", 30.16803 , (96.93153), 0.778 
76501,"Temple, TX 76501", 31.07555 , (97.25469), 0.778 
38614,"Clarksdale, MS 38614", 34.15914 , (90.60747), 0.777 
78501,"Mcallen, TX 78501", 26.21599 , (98.23910), 0.776 
76901,"San Angelo, TX 76901", 31.52352 , (100.63993), 0.775 
72601,"Harrison, AR 72601", 36.23669 , (93.09181), 0.774 
72701,"Fayetteville, AR 72701", 35.98730 , (94.08179), 0.774 
57301,"Mitchell, SD 57301", 43.71136 , (98.04155), 0.773 
76801,"Brownwood, TX 76801", 31.75471 , (99.05462), 0.772 
75601,"Longview, TX 75601", 32.50860 , (94.72414), 0.771 
39648,"Mccomb, MS 39648", 31.18611 , (90.38804), 0.771 
57601,"Mobridge, SD 57601", 45.36646 , (100.51108), 0.770 
72801,"Russellville, AR 72801", 35.28057 , (93.14161), 0.770 
51301,"Spencer, IA 51301", 43.15314 , (95.14973), 0.768 
75401,"Greenville, TX 75401", 33.18506 , (96.11556), 0.768 
72501,"Batesville, AR 72501", 35.79167 , (91.65399), 0.766 
75801,"Palestine, TX 75801", 31.74004 , (95.55116), 0.766 
51249,"Sibley, IA 51249", 43.41068 , (95.73203), 0.763 
75069,"Mckinney, TX 75069", 33.16805 , (96.59671), 0.758 
38501,"Cookeville, TN 38501", 36.22682 , (85.53841), 0.756 
38201,"McKenzie, TN 38201", 36.12335 , (88.53131), 0.744 
