Id,Brand,Rooms,Floors,Rooms/ Typ_Floor,KS,QQ,K1,ADA, Total Building GSF ,, Construction_Costs , Building_Cost , 03_Concrete , 04_Masonry , 05_Metal , 06_Wood_Plastics , 07_Thermal_Moisture , 08_Openings , 09_Finishes , 10_Specialties , 11_Equipment , 12_Furnishing , 13_Special_Construction , 14_Conveying_Equipment , 21_Fire , 22_Plumbing , 23_HVAC , 26_Electrical , Site_Work , 31_Earthwork , 32_Exteriors , 33_Utilities , GC_Charges , 01_General_Requirements , Charges_Fees 
Tru-99-3, Tru ,99,3,39,53,46,0,5," 40,014.99 ",," $13,922,395 "," $10,313,478 "," $415,461 "," $186,911 "," $769,049 "," $1,677,803 "," $549,347 "," $706,101 "," $1,755,342 ", $-   ," $114,000 "," $497,634 "," $234,910 "," $248,468 "," $205,329 "," $1,282,428 "," $657,566 "," $1,013,128 "," $1,404,733 "," $364,057 "," $515,245 "," $525,431 "," $2,204,185 "," $747,303 "," $1,456,882 "
Tru-102-3, Tru ,102,3,40,56,46,0,5," 40,894.96 ",," $14,215,097 "," $10,527,601 "," $423,730 "," $188,180 "," $780,487 "," $1,715,122 "," $561,676 "," $721,874 "," $1,799,935 ", $-   ," $114,000 "," $511,199 "," $234,910 "," $248,468 "," $209,487 "," $1,315,038 "," $668,066 "," $1,035,428 "," $1,436,959 "," $372,382 "," $527,079 "," $537,498 "," $2,250,537 "," $763,014 "," $1,487,523 "
Tru-105-3, Tru ,105,3,41,59,46,0,5," 41,774.93 ",," $14,505,943 "," $10,740,161 "," $432,000 "," $189,450 "," $791,928 "," $1,752,067 "," $574,006 "," $736,448 "," $1,844,533 ", $-   ," $114,000 "," $524,764 "," $234,910 "," $248,468 "," $213,644 "," $1,347,649 "," $678,566 "," $1,057,728 "," $1,469,186 "," $380,708 "," $538,912 "," $549,566 "," $2,296,596 "," $778,624 "," $1,517,972 "
Tru-108-3, Tru ,108,3,42,59,49,0,5," 42,843.47 ",," $14,819,562 "," $10,964,960 "," $441,563 "," $190,707 "," $803,724 "," $1,792,677 "," $587,663 "," $751,021 "," $1,890,943 ", $-   ," $114,000 "," $538,328 "," $234,910 "," $248,468 "," $218,692 "," $1,380,259 "," $689,066 "," $1,082,939 "," $1,508,304 "," $390,803 "," $553,282 "," $564,219 "," $2,346,298 "," $795,455 "," $1,550,842 "
Tru-111-3, Tru ,111,3,43,62,49,0,5," 43,723.44 ",," $15,112,294 "," $11,179,109 "," $449,834 "," $191,977 "," $815,173 "," $1,830,003 "," $599,995 "," $766,795 "," $1,935,537 ", $-   ," $114,000 "," $551,893 "," $234,910 "," $248,468 "," $222,849 "," $1,412,870 "," $699,566 "," $1,105,239 "," $1,540,531 "," $399,129 "," $565,115 "," $576,287 "," $2,392,654 "," $811,167 "," $1,581,487 "
Tru-114-3, Tru ,114,3,44,59,55,0,8," 45,320.53 ",," $15,514,815 "," $11,459,316 "," $463,737 "," $193,624 "," $831,098 "," $1,883,470 "," $618,488 "," $781,368 "," $1,988,501 ", $-   ," $114,000 "," $565,458 "," $234,910 "," $248,468 "," $230,395 "," $1,457,124 "," $710,066 "," $1,138,610 "," $1,598,988 "," $414,207 "," $586,592 "," $598,188 "," $2,456,511 "," $832,765 "," $1,623,746 "
Tru-117-3, Tru ,117,3,45,59,58,0,11," 46,839.53 ",," $15,900,585 "," $11,728,288 "," $477,108 "," $195,278 "," $846,892 "," $1,933,398 "," $636,232 "," $795,942 "," $2,036,746 ", $-   ," $114,000 "," $579,022 "," $234,910 "," $248,468 "," $237,571 "," $1,501,379 "," $720,566 "," $1,170,775 "," $1,654,591 "," $428,553 "," $607,019 "," $619,019 "," $2,517,706 "," $853,464 "," $1,664,242 "
Tru-120-3, Tru ,120,3,46,59,61,0,11," 47,908.07 ",," $16,214,325 "," $11,953,189 "," $486,678 "," $196,540 "," $858,722 "," $1,974,030 "," $649,904 "," $810,516 "," $2,083,175 ", $-   ," $114,000 "," $592,587 "," $234,910 "," $248,468 "," $242,619 "," $1,533,990 "," $731,066 "," $1,195,986 "," $1,693,710 "," $438,649 "," $621,388 "," $633,672 "," $2,567,427 "," $870,301 "," $1,697,125 "
Tru-123-3, Tru ,123,3,47,62,61,0,11," 48,788.04 ",," $16,507,090 "," $12,167,365 "," $494,954 "," $197,813 "," $870,190 "," $2,011,367 "," $662,239 "," $826,289 "," $2,127,756 ", $-   ," $114,000 "," $606,152 "," $234,910 "," $248,468 "," $246,777 "," $1,566,600 "," $741,566 "," $1,218,286 "," $1,725,936 "," $446,975 "," $633,222 "," $645,740 "," $2,613,788 "," $886,015 "," $1,727,773 "
Tru-126-3, Tru ,126,3,48,65,61,0,11," 49,668.01 ",," $16,797,989 "," $12,379,970 "," $503,231 "," $199,086 "," $881,659 "," $2,048,329 "," $674,574 "," $840,863 "," $2,172,339 ", $-   ," $114,000 "," $619,717 "," $234,910 "," $248,468 "," $250,934 "," $1,599,210 "," $752,066 "," $1,240,586 "," $1,758,163 "," $455,300 "," $645,056 "," $657,807 "," $2,659,856 "," $901,629 "," $1,758,228 "
Tru-129-3, Tru ,129,3,49,65,64,0,11," 50,736.55 ",," $17,111,768 "," $12,604,903 "," $512,804 "," $200,349 "," $893,500 "," $2,088,967 "," $688,251 "," $855,436 "," $2,218,772 ", $-   ," $114,000 "," $633,281 "," $234,910 "," $248,468 "," $255,982 "," $1,631,821 "," $762,566 "," $1,265,797 "," $1,797,282 "," $465,396 "," $659,425 "," $672,461 "," $2,709,582 "," $918,468 "," $1,791,115 "
Tru-132-3, Tru ,132,3,50,68,64,0,11," 51,616.52 ",," $17,404,561 "," $12,819,104 "," $521,081 "," $201,622 "," $904,973 "," $2,126,308 "," $700,589 "," $871,209 "," $2,263,363 ", $-   ," $114,000 "," $646,846 "," $234,910 "," $248,468 "," $260,140 "," $1,664,431 "," $773,066 "," $1,288,097 "," $1,829,509 "," $473,722 "," $671,258 "," $684,528 "," $2,755,949 "," $934,183 "," $1,821,765 "
Tru-135-3, Tru ,135,3,51,68,67,0,11," 52,685.06 ",," $17,718,344 "," $13,044,041 "," $530,656 "," $202,886 "," $916,822 "," $2,166,952 "," $714,266 "," $885,783 "," $2,309,786 ", $-   ," $114,000 "," $660,411 "," $234,910 "," $248,468 "," $265,188 "," $1,697,041 "," $783,566 "," $1,313,308 "," $1,868,627 "," $483,818 "," $685,628 "," $699,181 "," $2,805,676 "," $951,023 "," $1,854,653 "
Tru-138-3, Tru ,138,3,52,71,67,0,11," 53,565.04 ",," $18,009,278 "," $13,256,675 "," $538,934 "," $204,161 "," $928,299 "," $2,203,918 "," $726,606 "," $900,357 "," $2,354,378 ", $-   ," $114,000 "," $673,975 "," $234,910 "," $248,468 "," $269,345 "," $1,729,652 "," $794,066 "," $1,335,608 "," $1,900,854 "," $492,144 "," $697,461 "," $711,249 "," $2,851,749 "," $966,638 "," $1,885,111 "
Tru-141-3, Tru ,141,3,53,74,67,0,11," 54,445.01 ",," $18,302,086 "," $13,470,887 "," $547,212 "," $205,435 "," $939,777 "," $2,241,262 "," $738,946 "," $916,130 "," $2,398,970 ", $-   ," $114,000 "," $687,540 "," $234,910 "," $248,468 "," $273,503 "," $1,762,262 "," $804,566 "," $1,357,908 "," $1,933,081 "," $500,470 "," $709,295 "," $723,316 "," $2,898,117 "," $982,354 "," $1,915,763 "
Tru-144-3, Tru ,144,3,54,74,70,0,11," 55,513.55 ",," $18,615,883 "," $13,695,837 "," $556,788 "," $206,700 "," $951,634 "," $2,281,910 "," $752,623 "," $930,704 "," $2,445,387 ", $-   ," $114,000 "," $701,105 "," $234,910 "," $248,468 "," $278,551 "," $1,794,873 "," $815,066 "," $1,383,119 "," $1,972,200 "," $510,566 "," $723,664 "," $737,970 "," $2,947,847 "," $999,195 "," $1,948,652 "
Tru-147-3, Tru ,147,3,55,77,70,0,11," 56,393.52 ",," $18,906,846 "," $13,908,495 "," $565,067 "," $207,975 "," $963,114 "," $2,318,879 "," $764,968 "," $945,277 "," $2,489,990 ", $-   ," $114,000 "," $714,669 "," $234,910 "," $248,468 "," $282,708 "," $1,827,483 "," $825,566 "," $1,405,419 "," $2,004,427 "," $518,892 "," $735,497 "," $750,037 "," $2,993,925 "," $1,014,812 "," $1,979,113 "
Tru-150-3, Tru ,150,3,56,77,73,0,11," 57,462.06 ",," $19,220,664 "," $14,133,461 "," $574,645 "," $209,241 "," $974,977 "," $2,359,532 "," $778,648 "," $959,851 "," $2,536,411 ", $-   ," $114,000 "," $728,234 "," $234,910 "," $248,468 "," $287,756 "," $1,860,093 "," $836,066 "," $1,430,630 "," $2,043,545 "," $528,988 "," $749,867 "," $764,690 "," $3,043,657 "," $1,031,653 "," $2,012,004 "
Tru-153-3, Tru ,153,3,57,80,73,0,11," 58,342.03 ",," $19,513,505 "," $14,347,702 "," $582,925 "," $210,516 "," $986,461 "," $2,396,879 "," $790,994 "," $975,624 "," $2,581,015 ", $-   ," $114,000 "," $741,799 "," $234,910 "," $248,468 "," $291,914 "," $1,892,704 "," $846,566 "," $1,452,930 "," $2,075,772 "," $537,314 "," $761,700 "," $776,758 "," $3,090,031 "," $1,047,371 "," $2,042,660 "
Tru-156-3, Tru ,156,3,58,83,73,0,11," 59,222.00 ",," $19,804,469 "," $14,560,361 "," $591,205 "," $211,791 "," $997,945 "," $2,433,850 "," $803,338 "," $990,198 "," $2,625,613 ", $-   ," $114,000 "," $755,363 "," $234,910 "," $248,468 "," $296,071 "," $1,925,314 "," $857,066 "," $1,475,230 "," $2,107,999 "," $545,640 "," $773,534 "," $788,825 "," $3,136,109 "," $1,062,988 "," $2,073,121 "
Tru-159-3, Tru ,159,3,59,83,76,0,11," 60,290.54 ",," $20,118,299 "," $14,785,338 "," $600,784 "," $213,058 "," $1,009,815 "," $2,474,506 "," $817,019 "," $1,004,772 "," $2,672,029 ", $-   ," $114,000 "," $768,928 "," $234,910 "," $248,468 "," $301,119 "," $1,957,925 "," $867,566 "," $1,500,441 "," $2,147,118 "," $555,736 "," $787,903 "," $803,479 "," $3,185,844 "," $1,079,830 "," $2,106,013 "
Tru-162-3, Tru ,162,3,60,86,76,0,11," 61,170.51 ",," $20,411,152 "," $14,999,588 "," $609,064 "," $214,333 "," $1,021,301 "," $2,511,855 "," $829,366 "," $1,020,545 "," $2,716,635 ", $-   ," $114,000 "," $782,493 "," $234,910 "," $248,468 "," $305,277 "," $1,990,535 "," $878,066 "," $1,522,741 "," $2,179,345 "," $564,062 "," $799,737 "," $815,546 "," $3,232,219 "," $1,095,549 "," $2,136,670 "
Tru-165-3, Tru ,165,3,61,86,79,0,11," 62,239.05 ",," $20,724,998 "," $15,224,578 "," $618,645 "," $215,601 "," $1,033,175 "," $2,552,515 "," $843,049 "," $1,035,118 "," $2,763,053 ", $-   ," $114,000 "," $796,057 "," $234,910 "," $248,468 "," $310,325 "," $2,023,145 "," $888,566 "," $1,547,952 "," $2,218,464 "," $574,158 "," $814,106 "," $830,200 "," $3,281,956 "," $1,112,392 "," $2,169,564 "
Tru-168-3, Tru ,168,3,62,89,79,0,11," 63,119.02 ",," $21,015,977 "," $15,437,250 "," $626,926 "," $216,876 "," $1,044,664 "," $2,589,488 "," $855,395 "," $1,049,692 "," $2,807,654 ", $-   ," $114,000 "," $809,622 "," $234,910 "," $248,468 "," $314,482 "," $2,055,756 "," $899,066 "," $1,570,252 "," $2,250,691 "," $582,484 "," $825,939 "," $842,267 "," $3,328,036 "," $1,128,010 "," $2,200,027 "
Tru-171-3, Tru ,171,3,63,92,79,0,11," 63,998.99 ",," $21,308,831 "," $15,651,501 "," $635,206 "," $218,152 "," $1,056,153 "," $2,626,839 "," $867,742 "," $1,065,465 "," $2,852,256 ", $-   ," $114,000 "," $823,187 "," $234,910 "," $248,468 "," $318,640 "," $2,088,366 "," $909,566 "," $1,592,552 "," $2,282,918 "," $590,810 "," $837,773 "," $854,334 "," $3,374,412 "," $1,143,728 "," $2,230,684 "
Tru-174-3, Tru ,174,3,64,92,82,0,11," 65,067.53 ",," $21,622,715 "," $15,876,523 "," $644,788 "," $219,420 "," $1,068,032 "," $2,667,501 "," $881,430 "," $1,080,039 "," $2,898,690 ", $-   ," $114,000 "," $836,751 "," $234,910 "," $248,468 "," $323,688 "," $2,120,976 "," $920,066 "," $1,617,763 "," $2,322,037 "," $600,906 "," $852,142 "," $868,988 "," $3,424,155 "," $1,160,573 "," $2,263,582 "
Tru-177-3, Tru ,177,3,65,95,82,0,11," 65,947.50 ",," $21,913,704 "," $16,089,203 "," $653,069 "," $220,697 "," $1,079,523 "," $2,704,477 "," $893,778 "," $1,094,613 "," $2,943,292 ", $-   ," $114,000 "," $850,316 "," $234,910 "," $248,468 "," $327,845 "," $2,153,587 "," $930,566 "," $1,640,063 "," $2,354,264 "," $609,232 "," $863,976 "," $881,055 "," $3,470,237 "," $1,176,192 "," $2,294,045 "
Tru-180-3, Tru ,180,3,66,95,85,0,11," 67,016.04 ",," $22,227,568 "," $16,314,209 "," $662,652 "," $221,965 "," $1,091,406 "," $2,745,142 "," $907,462 "," $1,109,186 "," $2,989,707 ", $-   ," $114,000 "," $863,881 "," $234,910 "," $248,468 "," $332,893 "," $2,186,197 "," $941,066 "," $1,665,274 "," $2,393,382 "," $619,329 "," $878,345 "," $895,709 "," $3,519,977 "," $1,193,036 "," $2,326,941 "
Tru-183-3, Tru ,183,3,67,98,85,0,11," 67,896.01 ",," $22,520,436 "," $16,528,472 "," $670,933 "," $223,242 "," $1,102,899 "," $2,782,494 "," $919,811 "," $1,124,960 "," $3,034,312 ", $-   ," $114,000 "," $877,445 "," $234,910 "," $248,468 "," $337,051 "," $2,218,808 "," $951,566 "," $1,687,574 "," $2,425,609 "," $627,655 "," $890,179 "," $907,776 "," $3,566,355 "," $1,208,755 "," $2,357,600 "
Tru-186-3, Tru ,186,3,68,95,91,0,14," 69,493.11 ",," $22,923,431 "," $16,809,078 "," $684,868 "," $224,907 "," $1,118,962 "," $2,836,047 "," $938,365 "," $1,139,533 "," $3,087,339 ", $-   ," $114,000 "," $891,010 "," $234,910 "," $248,468 "," $344,596 "," $2,263,062 "," $962,066 "," $1,720,944 "," $2,484,067 "," $642,734 "," $911,656 "," $929,678 "," $3,630,286 "," $1,230,378 "," $2,399,908 "
Tru-189-3, Tru ,189,3,69,98,91,0,14," 70,373.08 ",," $23,214,424 "," $17,021,761 "," $693,150 "," $226,184 "," $1,130,457 "," $2,873,025 "," $950,712 "," $1,154,107 "," $3,131,937 ", $-   ," $114,000 "," $904,575 "," $234,910 "," $248,468 "," $348,753 "," $2,295,673 "," $972,566 "," $1,743,244 "," $2,516,294 "," $651,060 "," $923,489 "," $941,745 "," $3,676,369 "," $1,245,997 "," $2,430,372 "
Tru-192-3, Tru ,192,3,70,101,91,0,14," 71,253.05 ",," $23,507,270 "," $17,236,005 "," $701,432 "," $227,461 "," $1,141,952 "," $2,910,379 "," $963,057 "," $1,169,880 "," $3,176,523 ", $-   ," $114,000 "," $918,139 "," $234,910 "," $248,468 "," $352,911 "," $2,328,283 "," $983,066 "," $1,765,544 "," $2,548,521 "," $659,386 "," $935,323 "," $953,813 "," $3,722,743 "," $1,261,715 "," $2,461,028 "
Tru-195-3, Tru ,195,3,71,101,94,0,14," 72,321.59 ",," $23,821,189 "," $17,461,057 "," $711,017 "," $228,730 "," $1,153,844 "," $2,951,050 "," $976,749 "," $1,184,454 "," $3,222,957 ", $-   ," $114,000 "," $931,704 "," $234,910 "," $248,468 "," $357,959 "," $2,360,894 "," $993,566 "," $1,790,755 "," $2,587,640 "," $669,482 "," $949,692 "," $968,466 "," $3,772,492 "," $1,278,562 "," $2,493,930 "
Tru-198-3, Tru ,198,3,72,104,94,0,14," 73,201.56 ",," $24,112,176 "," $17,673,735 "," $719,299 "," $230,007 "," $1,165,341 "," $2,988,028 "," $989,096 "," $1,199,028 "," $3,267,549 ", $-   ," $114,000 "," $945,269 "," $234,910 "," $248,468 "," $362,116 "," $2,393,504 "," $1,004,066 "," $1,813,055 "," $2,619,867 "," $677,808 "," $961,526 "," $980,533 "," $3,818,573 "," $1,294,180 "," $2,524,393 "
Tru-201-3, Tru ,201,3,73,104,97,0,14," 74,270.10 ",," $24,427,997 "," $17,900,389 "," $728,885 "," $231,278 "," $1,177,236 "," $3,029,077 "," $1,002,794 "," $1,214,801 "," $3,313,998 ", $-   ," $114,000 "," $958,833 "," $234,910 "," $248,468 "," $367,165 "," $2,426,114 "," $1,014,566 "," $1,838,266 "," $2,658,986 "," $687,905 "," $975,895 "," $995,187 "," $3,868,621 "," $1,311,129 "," $2,557,492 "
Tru-66-4, Tru ,66,4,21,31,35,0,7," 29,907.37 ",," $10,509,110 "," $8,069,019 "," $299,124 "," $212,369 "," $706,249 "," $1,288,359 "," $386,331 "," $544,897 "," $1,286,268 ", $-   ," $114,000 "," $348,423 "," $234,910 "," $248,468 "," $158,365 "," $937,969 "," $542,066 "," $761,222 "," $776,382 "," $201,775 "," $284,491 "," $290,115 "," $1,663,708 "," $564,096 "," $1,099,612 "
Tru-70-4, Tru ,70,4,22,35,35,0,7," 31,080.66 ",," $10,877,986 "," $8,347,236 "," $309,111 "," $213,994 "," $721,006 "," $1,336,795 "," $400,989 "," $564,328 "," $1,344,854 ", $-   ," $114,000 "," $366,509 "," $234,910 "," $248,468 "," $163,801 "," $981,449 "," $556,066 "," $790,955 "," $808,608 "," $210,100 "," $296,325 "," $302,183 "," $1,722,142 "," $583,894 "," $1,138,248 "
Tru-74-4, Tru ,74,4,23,39,35,0,7," 32,253.96 ",," $11,248,807 "," $8,627,091 "," $319,101 "," $215,622 "," $735,784 "," $1,385,620 "," $415,657 "," $584,960 "," $1,403,454 ", $-   ," $114,000 "," $384,595 "," $234,910 "," $248,468 "," $169,237 "," $1,024,930 "," $570,066 "," $820,689 "," $840,834 "," $218,425 "," $308,158 "," $314,250 "," $1,780,882 "," $603,796 "," $1,177,085 "
Tru-78-4, Tru ,78,4,24,39,39,0,7," 33,678.68 ",," $11,644,833 "," $8,921,217 "," $330,751 "," $217,227 "," $750,991 "," $1,438,897 "," $431,794 "," $604,391 "," $1,464,490 ", $-   ," $114,000 "," $402,682 "," $234,910 "," $248,468 "," $175,838 "," $1,068,410 "," $584,066 "," $854,303 "," $879,951 "," $228,520 "," $322,528 "," $328,904 "," $1,843,665 "," $625,048 "," $1,218,616 "
Tru-82-4, Tru ,82,4,25,43,39,0,7," 34,851.97 ",," $12,015,779 "," $9,201,178 "," $340,748 "," $218,860 "," $765,809 "," $1,487,748 "," $446,477 "," $625,022 "," $1,523,101 ", $-   ," $114,000 "," $420,768 "," $234,910 "," $248,468 "," $181,274 "," $1,111,891 "," $598,066 "," $884,037 "," $912,177 "," $236,845 "," $334,361 "," $340,971 "," $1,902,424 "," $644,957 "," $1,257,467 "
Tru-86-4, Tru ,86,4,26,43,43,0,7," 36,276.69 ",," $12,411,974 "," $9,495,446 "," $352,407 "," $220,473 "," $781,072 "," $1,541,059 "," $462,635 "," $644,454 "," $1,584,152 ", $-   ," $114,000 "," $438,854 "," $234,910 "," $248,468 "," $187,874 "," $1,155,371 "," $612,066 "," $917,651 "," $951,295 "," $246,940 "," $348,731 "," $355,624 "," $1,965,234 "," $666,218 "," $1,299,016 "
Tru-90-4, Tru ,90,4,27,47,43,0,7," 37,449.99 ",," $12,781,147 "," $9,773,912 "," $362,411 "," $222,110 "," $795,922 "," $1,589,553 "," $477,329 "," $663,885 "," $1,642,771 ", $-   ," $114,000 "," $456,940 "," $234,910 "," $248,468 "," $193,310 "," $1,198,852 "," $626,066 "," $947,385 "," $983,521 "," $255,265 "," $360,564 "," $367,692 "," $2,023,714 "," $686,032 "," $1,337,682 "
Tru-94-4, Tru ,94,4,28,51,43,0,7," 38,623.28 ",," $13,152,231 "," $10,053,989 "," $372,416 "," $223,749 "," $810,782 "," $1,638,430 "," $492,029 "," $684,516 "," $1,701,399 ", $-   ," $114,000 "," $475,027 "," $234,910 "," $248,468 "," $198,747 "," $1,242,332 "," $640,066 "," $977,118 "," $1,015,747 "," $263,590 "," $372,398 "," $379,759 "," $2,082,495 "," $705,948 "," $1,376,547 "
Tru-98-4, Tru ,98,4,29,51,47,0,7," 40,048.00 ",," $13,548,601 "," $10,348,404 "," $384,085 "," $225,370 "," $826,104 "," $1,691,778 "," $508,209 "," $703,948 "," $1,762,462 ", $-   ," $114,000 "," $493,113 "," $234,910 "," $248,468 "," $205,347 "," $1,285,813 "," $654,066 "," $1,010,733 "," $1,054,865 "," $273,686 "," $386,767 "," $394,413 "," $2,145,332 "," $727,219 "," $1,418,114 "
Tru-102-4, Tru ,102,4,30,55,47,0,7," 41,221.30 ",," $13,919,749 "," $10,628,534 "," $394,094 "," $227,012 "," $840,987 "," $1,740,669 "," $522,916 "," $724,579 "," $1,821,092 ", $-   ," $114,000 "," $511,199 "," $234,910 "," $248,468 "," $210,783 "," $1,329,293 "," $668,066 "," $1,040,466 "," $1,087,091 "," $282,011 "," $398,600 "," $406,480 "," $2,204,124 "," $747,138 "," $1,456,985 "
Tru-106-4, Tru ,106,4,31,55,51,0,7," 42,646.01 ",," $14,316,219 "," $10,923,033 "," $405,769 "," $228,637 "," $856,341 "," $1,794,037 "," $539,107 "," $744,011 "," $1,882,163 ", $-   ," $114,000 "," $529,285 "," $234,910 "," $248,468 "," $217,384 "," $1,372,774 "," $682,066 "," $1,074,081 "," $1,126,210 "," $292,106 "," $412,970 "," $421,134 "," $2,266,976 "," $768,414 "," $1,498,562 "
Tru-110-4, Tru ,110,4,32,59,51,0,7," 43,819.31 ",," $14,685,547 "," $11,201,629 "," $415,781 "," $230,282 "," $871,244 "," $1,842,563 "," $553,820 "," $763,442 "," $1,940,793 ", $-   ," $114,000 "," $547,372 "," $234,910 "," $248,468 "," $222,820 "," $1,416,254 "," $696,066 "," $1,103,814 "," $1,158,436 "," $300,432 "," $424,803 "," $433,201 "," $2,325,481 "," $788,236 "," $1,537,245 "
Tru-114-4, Tru ,114,4,33,63,51,0,7," 44,992.61 ",," $15,056,787 "," $11,481,837 "," $425,795 "," $231,927 "," $886,152 "," $1,891,469 "," $568,540 "," $784,073 "," $1,999,440 ", $-   ," $114,000 "," $565,458 "," $234,910 "," $248,468 "," $228,256 "," $1,459,735 "," $710,066 "," $1,133,548 "," $1,190,663 "," $308,757 "," $436,637 "," $445,268 "," $2,384,287 "," $808,161 "," $1,576,126 "
Tru-118-4, Tru ,118,4,34,63,55,0,7," 46,417.32 ",," $15,453,358 "," $11,776,422 "," $437,476 "," $233,557 "," $901,543 "," $1,944,861 "," $584,743 "," $803,505 "," $2,060,514 ", $-   ," $114,000 "," $583,544 "," $234,910 "," $248,468 "," $234,857 "," $1,503,215 "," $724,066 "," $1,167,162 "," $1,229,781 "," $318,853 "," $451,006 "," $459,922 "," $2,447,156 "," $829,442 "," $1,617,714 "
Tru-122-4, Tru ,122,4,35,67,55,0,7," 47,590.62 ",," $15,824,630 "," $12,056,656 "," $447,492 "," $235,204 "," $916,465 "," $1,993,776 "," $599,466 "," $824,136 "," $2,119,157 ", $-   ," $114,000 "," $601,630 "," $234,910 "," $248,468 "," $240,293 "," $1,546,696 "," $738,066 "," $1,196,896 "," $1,262,007 "," $327,179 "," $462,840 "," $471,989 "," $2,505,967 "," $849,369 "," $1,656,598 "
Tru-126-4, Tru ,126,4,36,67,59,0,7," 49,015.34 ",," $16,221,248 "," $12,351,280 "," $459,178 "," $236,837 "," $931,877 "," $2,047,180 "," $615,673 "," $843,568 "," $2,180,225 ", $-   ," $114,000 "," $619,717 "," $234,910 "," $248,468 "," $246,894 "," $1,590,176 "," $752,066 "," $1,230,510 "," $1,301,126 "," $337,274 "," $477,209 "," $486,643 "," $2,568,843 "," $870,652 "," $1,698,191 "
Tru-130-4, Tru ,130,4,37,71,59,0,7," 50,188.63 ",," $16,590,694 "," $12,629,975 "," $469,196 "," $238,486 "," $946,812 "," $2,095,726 "," $630,402 "," $862,999 "," $2,238,877 ", $-   ," $114,000 "," $637,803 "," $234,910 "," $248,468 "," $252,330 "," $1,633,657 "," $766,066 "," $1,260,244 "," $1,333,352 "," $345,600 "," $489,042 "," $498,710 "," $2,627,366 "," $890,481 "," $1,736,885 "
Tru-134-4, Tru ,134,4,38,75,59,0,7," 51,361.93 ",," $16,962,038 "," $12,910,271 "," $479,214 "," $240,136 "," $961,750 "," $2,144,651 "," $645,136 "," $883,630 "," $2,297,541 ", $-   ," $114,000 "," $655,889 "," $234,910 "," $248,468 "," $257,766 "," $1,677,137 "," $780,066 "," $1,289,977 "," $1,365,579 "," $353,926 "," $500,876 "," $510,778 "," $2,686,188 "," $910,411 "," $1,775,777 "
Tru-138-4, Tru ,138,4,39,75,63,0,7," 52,786.65 ",," $17,358,737 "," $13,204,962 "," $490,904 "," $241,772 "," $977,187 "," $2,198,071 "," $661,353 "," $903,062 "," $2,358,619 ", $-   ," $114,000 "," $673,975 "," $234,910 "," $248,468 "," $264,367 "," $1,720,618 "," $794,066 "," $1,323,591 "," $1,404,698 "," $364,022 "," $515,245 "," $525,431 "," $2,749,077 "," $931,699 "," $1,817,378 "
Tru-142-4, Tru ,142,4,40,79,63,0,7," 53,959.94 ",," $17,730,085 "," $13,485,261 "," $500,924 "," $243,423 "," $992,134 "," $2,247,001 "," $676,085 "," $923,693 "," $2,417,269 ", $-   ," $114,000 "," $692,061 "," $234,910 "," $248,468 "," $269,803 "," $1,764,098 "," $808,066 "," $1,353,325 "," $1,436,924 "," $372,347 "," $527,079 "," $537,498 "," $2,807,900 "," $951,630 "," $1,856,270 "
Tru-146-4, Tru ,146,4,41,79,67,0,7," 55,384.66 ",," $18,126,839 "," $13,779,999 "," $512,617 "," $245,061 "," $1,007,585 "," $2,300,430 "," $692,311 "," $943,124 "," $2,478,357 ", $-   ," $114,000 "," $710,148 "," $234,910 "," $248,468 "," $276,404 "," $1,807,579 "," $822,066 "," $1,386,939 "," $1,476,043 "," $382,443 "," $541,448 "," $552,152 "," $2,870,798 "," $972,921 "," $1,897,877 "
Tru-150-4, Tru ,150,4,42,79,71,0,11," 57,262.70 ",," $18,605,285 "," $14,130,984 "," $528,031 "," $247,222 "," $1,027,965 "," $2,365,966 "," $712,604 "," $962,556 "," $2,545,719 ", $-   ," $114,000 "," $728,234 "," $234,910 "," $248,468 "," $285,105 "," $1,866,585 "," $836,066 "," $1,427,552 "," $1,527,608 "," $395,752 "," $560,389 "," $571,467 "," $2,946,693 "," $998,593 "," $1,948,101 "
Tru-154-4, Tru ,154,4,43,79,75,0,11," 58,687.41 ",," $19,003,945 "," $14,427,327 "," $539,727 "," $248,862 "," $1,043,434 "," $2,419,783 "," $728,832 "," $983,187 "," $2,606,799 ", $-   ," $114,000 "," $746,320 "," $234,910 "," $248,468 "," $291,706 "," $1,910,066 "," $850,066 "," $1,461,167 "," $1,566,727 "," $405,848 "," $574,759 "," $586,121 "," $3,009,891 "," $1,019,986 "," $1,989,905 "
Tru-158-4, Tru ,158,4,44,83,75,0,11," 59,860.71 ",," $19,373,478 "," $14,706,097 "," $549,750 "," $250,516 "," $1,058,400 "," $2,468,348 "," $743,571 "," $1,002,619 "," $2,665,454 ", $-   ," $114,000 "," $764,406 "," $234,910 "," $248,468 "," $297,142 "," $1,953,546 "," $864,066 "," $1,490,900 "," $1,598,954 "," $414,173 "," $586,592 "," $598,188 "," $3,068,428 "," $1,039,819 "," $2,028,609 "
