Id,Brand,Rooms,Floors,Rooms/ Typ_Floor,KS,QQ,K1,ADA, Total Building GSF ,, Construction_Costs , Building_Cost , 03_Concrete , 04_Masonry , 05_Metal , 06_Wood_Plastics , 07_Thermal_Moisture , 08_Openings , 09_Finishes , 10_Specialties , 11_Equipment , 12_Furnishing , 13_Special_Construction , 14_Conveying_Equipment , 21_Fire , 22_Plumbing , 23_HVAC , 26_Electrical , Site_Work , 31_Earthwork , 32_Exteriors , 33_Utilities , GC_Charges , 01_General_Requirements , Charges_Fees 
Home2-79-4,Home2,79,4,23,53,18,8,7," 48,704.49 ",," $13,593,187 "," $10,282,347 "," $395,759 "," $198,820 "," $884,335 "," $1,812,952 "," $555,062 "," $608,512 "," $1,821,804 ", $-   ," $114,000 "," $407,203 "," $234,910 "," $248,468 "," $222,510 "," $1,079,280 "," $609,566 "," $1,089,166 "," $1,155,937 "," $299,298 "," $424,127 "," $432,511 "," $2,154,903 "," $729,452 "," $1,425,451 "
Home2-83-4,Home2,83,4,24,57,18,8,7," 50,503.85 ",," $14,039,113 "," $10,613,373 "," $408,146 "," $200,578 "," $901,558 "," $1,876,488 "," $574,422 "," $629,143 "," $1,895,512 ", $-   ," $114,000 "," $425,289 "," $234,910 "," $248,468 "," $229,968 "," $1,122,761 "," $623,566 "," $1,128,565 "," $1,200,086 "," $310,655 "," $440,363 "," $449,068 "," $2,225,654 "," $753,378 "," $1,472,277 "
Home2-87-4,Home2,87,4,25,61,18,8,7," 52,303.20 ",," $14,483,217 "," $10,942,864 "," $420,535 "," $202,338 "," $918,797 "," $1,939,659 "," $593,788 "," $648,575 "," $1,969,224 ", $-   ," $114,000 "," $443,376 "," $234,910 "," $248,468 "," $237,426 "," $1,166,241 "," $637,566 "," $1,167,963 "," $1,244,235 "," $322,011 "," $456,599 "," $465,625 "," $2,296,118 "," $777,206 "," $1,518,913 "
Home2-91-4,Home2,91,4,26,65,18,8,7," 54,102.56 ",," $14,929,241 "," $11,273,972 "," $432,927 "," $204,100 "," $936,050 "," $2,003,215 "," $613,159 "," $669,206 "," $2,042,941 ", $-   ," $114,000 "," $461,462 "," $234,910 "," $248,468 "," $244,885 "," $1,209,722 "," $651,566 "," $1,207,361 "," $1,288,384 "," $333,368 "," $472,835 "," $482,182 "," $2,366,885 "," $801,137 "," $1,565,748 "
Home2-95-4,Home2,95,4,27,69,18,8,7," 55,901.92 ",," $15,373,451 "," $11,603,552 "," $445,321 "," $205,864 "," $953,317 "," $2,066,403 "," $632,539 "," $688,637 "," $2,116,674 ", $-   ," $114,000 "," $479,548 "," $234,910 "," $248,468 "," $252,343 "," $1,253,202 "," $665,566 "," $1,246,759 "," $1,332,533 "," $344,724 "," $489,070 "," $498,739 "," $2,437,366 "," $824,971 "," $1,612,395 "
Home2-99-4,Home2,99,4,28,73,18,8,7," 57,701.28 ",," $15,817,704 "," $11,933,167 "," $457,717 "," $207,629 "," $970,596 "," $2,129,598 "," $651,925 "," $708,069 "," $2,190,414 ", $-   ," $114,000 "," $497,634 "," $234,910 "," $248,468 "," $259,801 "," $1,296,683 "," $679,566 "," $1,286,157 "," $1,376,682 "," $356,081 "," $505,306 "," $515,295 "," $2,507,854 "," $848,807 "," $1,659,047 "
Home2-103-4,Home2,103,4,29,77,18,8,7," 59,500.64 ",," $16,263,866 "," $12,264,393 "," $470,115 "," $209,396 "," $987,886 "," $2,193,176 "," $671,315 "," $728,700 "," $2,264,161 ", $-   ," $114,000 "," $515,721 "," $234,910 "," $248,468 "," $267,260 "," $1,340,163 "," $693,566 "," $1,325,555 "," $1,420,832 "," $367,438 "," $521,542 "," $531,852 "," $2,578,642 "," $872,745 "," $1,705,897 "
Home2-107-4,Home2,107,4,30,81,18,8,7," 61,300.00 ",," $16,708,190 "," $12,594,068 "," $482,514 "," $211,165 "," $1,005,186 "," $2,256,385 "," $690,710 "," $748,132 "," $2,337,911 ", $-   ," $114,000 "," $533,807 "," $234,910 "," $248,468 "," $274,718 "," $1,383,644 "," $707,566 "," $1,364,953 "," $1,464,981 "," $378,794 "," $537,778 "," $548,409 "," $2,649,141 "," $896,585 "," $1,752,556 "
Home2-111-4,Home2,111,4,31,85,18,8,7," 63,099.36 ",," $17,154,400 "," $12,925,333 "," $494,915 "," $212,934 "," $1,022,495 "," $2,319,975 "," $710,106 "," $768,763 "," $2,411,657 ", $-   ," $114,000 "," $551,893 "," $234,910 "," $248,468 "," $282,176 "," $1,427,124 "," $721,566 "," $1,404,351 "," $1,509,130 "," $390,151 "," $554,014 "," $564,966 "," $2,719,937 "," $920,526 "," $1,799,411 "
Home2-115-4,Home2,115,4,32,89,18,8,7," 64,898.72 ",," $17,598,777 "," $13,255,053 "," $507,317 "," $214,705 "," $1,039,812 "," $2,383,194 "," $729,507 "," $788,194 "," $2,485,412 ", $-   ," $114,000 "," $569,979 "," $234,910 "," $248,468 "," $289,635 "," $1,470,605 "," $735,566 "," $1,443,749 "," $1,553,280 "," $401,508 "," $570,249 "," $581,522 "," $2,790,444 "," $944,369 "," $1,846,075 "
Home2-119-4,Home2,119,4,33,89,18,12,7," 67,685.66 ",," $18,210,014 "," $13,700,802 "," $527,658 "," $218,379 "," $1,073,499 "," $2,474,502 "," $760,729 "," $807,626 "," $2,578,734 ", $-   ," $114,000 "," $588,066 "," $234,910 "," $248,468 "," $301,187 "," $1,514,085 "," $760,566 "," $1,498,393 "," $1,621,693 "," $419,131 "," $595,396 "," $607,166 "," $2,887,518 "," $977,159 "," $1,910,360 "
Home2-123-4,Home2,123,4,34,93,18,12,7," 69,485.02 ",," $18,656,305 "," $14,032,135 "," $540,063 "," $220,152 "," $1,090,830 "," $2,538,105 "," $780,135 "," $828,257 "," $2,652,496 ", $-   ," $114,000 "," $606,152 "," $234,910 "," $248,468 "," $308,645 "," $1,557,566 "," $774,566 "," $1,537,791 "," $1,665,843 "," $430,488 "," $611,632 "," $623,723 "," $2,958,327 "," $1,001,104 "," $1,957,223 "
Home2-127-4,Home2,127,4,35,97,18,12,7," 71,284.37 ",," $19,100,755 "," $14,361,917 "," $552,468 "," $221,925 "," $1,108,167 "," $2,601,336 "," $799,545 "," $847,688 "," $2,726,266 ", $-   ," $114,000 "," $624,238 "," $234,910 "," $248,468 "," $316,103 "," $1,601,046 "," $788,566 "," $1,577,189 "," $1,709,992 "," $441,844 "," $627,868 "," $640,280 "," $3,028,846 "," $1,024,951 "," $2,003,895 "
Home2-131-4,Home2,131,4,36,101,18,12,11," 73,315.66 ",," $19,590,525 "," $14,724,132 "," $566,172 "," $223,679 "," $1,125,912 "," $2,670,143 "," $819,998 "," $868,320 "," $2,802,896 ", $-   ," $114,000 "," $642,324 "," $234,910 "," $248,468 "," $324,523 "," $1,660,053 "," $802,566 "," $1,620,167 "," $1,759,824 "," $454,657 "," $646,197 "," $658,971 "," $3,106,570 "," $1,051,228 "," $2,055,341 "
Home2-135-4,Home2,135,4,37,105,18,12,11," 75,115.01 ",," $20,035,003 "," $15,053,937 "," $578,580 "," $225,455 "," $1,143,262 "," $2,733,383 "," $839,411 "," $887,751 "," $2,876,661 ", $-   ," $114,000 "," $660,411 "," $234,910 "," $248,468 "," $331,981 "," $1,703,533 "," $816,566 "," $1,659,565 "," $1,803,973 "," $466,013 "," $662,432 "," $675,528 "," $3,177,093 "," $1,075,076 "," $2,102,016 "
Home2-139-4,Home2,139,4,38,109,18,12,11," 76,914.37 ",," $20,479,512 "," $15,383,769 "," $590,988 "," $227,230 "," $1,160,617 "," $2,796,625 "," $858,830 "," $907,183 "," $2,950,439 ", $-   ," $114,000 "," $678,497 "," $234,910 "," $248,468 "," $339,440 "," $1,747,014 "," $830,566 "," $1,698,963 "," $1,848,123 "," $477,370 "," $678,668 "," $692,084 "," $3,247,621 "," $1,098,926 "," $2,148,695 "
Home2-143-4,Home2,143,4,39,113,18,12,11," 78,713.73 ",," $20,925,914 "," $15,715,195 "," $603,397 "," $229,007 "," $1,177,976 "," $2,860,247 "," $878,251 "," $927,814 "," $3,024,222 ", $-   ," $114,000 "," $696,583 "," $234,910 "," $248,468 "," $346,898 "," $1,790,494 "," $844,566 "," $1,738,362 "," $1,892,273 "," $488,727 "," $694,904 "," $708,641 "," $3,318,447 "," $1,122,878 "," $2,195,569 "
Home2-147-4,Home2,147,4,40,117,18,12,11," 80,513.09 ",," $21,370,431 "," $16,045,033 "," $615,807 "," $230,784 "," $1,195,340 "," $2,923,494 "," $897,669 "," $947,245 "," $3,097,989 ", $-   ," $114,000 "," $714,669 "," $234,910 "," $248,468 "," $354,356 "," $1,833,975 "," $858,566 "," $1,777,760 "," $1,936,422 "," $500,085 "," $711,140 "," $725,198 "," $3,388,976 "," $1,146,728 "," $2,242,248 "
Home2-151-4,Home2,151,4,41,121,18,12,11," 82,312.45 ",," $21,816,864 "," $16,376,485 "," $628,218 "," $232,561 "," $1,212,708 "," $2,987,121 "," $917,094 "," $967,876 "," $3,171,779 ", $-   ," $114,000 "," $732,755 "," $234,910 "," $248,468 "," $361,815 "," $1,877,455 "," $872,566 "," $1,817,158 "," $1,980,572 "," $511,442 "," $727,376 "," $741,755 "," $3,459,807 "," $1,170,681 "," $2,289,126 "
Home2-155-4,Home2,155,4,42,125,18,12,11," 84,111.81 ",," $22,261,434 "," $16,706,368 "," $640,629 "," $234,340 "," $1,230,079 "," $3,050,374 "," $936,521 "," $987,308 "," $3,245,568 ", $-   ," $114,000 "," $750,842 "," $234,910 "," $248,468 "," $369,273 "," $1,920,936 "," $886,566 "," $1,856,556 "," $2,024,722 "," $522,799 "," $743,611 "," $758,312 "," $3,530,345 "," $1,194,534 "," $2,335,811 "
